"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At"
"spotify:track:37Tmv4NnfQeb0ZgUC4fOJj","Sultans Of Swing","spotify:artist:0WwSkZ7LtFUFjGjMZBMt6T","Dire Straits","spotify:album:2rCS6Xwx32V27pvgFzLzlT","Dire Straits","spotify:artist:0WwSkZ7LtFUFjGjMZBMt6T","Dire Straits","1978-10-07","https://i.scdn.co/image/ab67616d0000b2739dfee5404d5e0763998c958e","1","6","348400","https://p.scdn.co/mp3-preview/a00a90236f87d059c5a9ff481680a29f7a60e8bb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","80","spotify:user:sebastianelisapfeifer","2020-08-30T02:03:29Z"
"spotify:track:5rCRihuUjsPrWZMGdJTrVZ","An Alternative To Freedom","spotify:artist:3HVmba1wHgrLVsVC5IIzkG","Witchcraft","spotify:album:4daEaehdEdPjPE0nErHB5F","Legend","spotify:artist:3HVmba1wHgrLVsVC5IIzkG","Witchcraft","2012-09-21","https://i.scdn.co/image/ab67616d0000b273c2b31dcba12a2d933fdfb61d","1","4","317600","","false","0","spotify:user:sebastianelisapfeifer","2020-09-02T05:10:39Z"
"spotify:track:3wANqVO0hI8k4O2PDUlGWi","Deine Schuld","spotify:artist:0cbL6CYnRqpAxf1evwUVQD","Die Ärzte","spotify:album:34FD6no18r9FoNymPUt7Bb","Bäst Of","spotify:artist:0cbL6CYnRqpAxf1evwUVQD","Die Ärzte","2006-10-06","https://i.scdn.co/image/ab67616d0000b273e2b658d6886e712eb538e588","1","24","217613","","false","0","spotify:user:sebastianelisapfeifer","2020-09-07T22:26:50Z"
"spotify:track:13VdKqBE8m6EGFr5BHMLTX","Welcome To The Occupation - Remastered","spotify:artist:4KWTAlx2RvbpseOGMEmROg","R.E.M.","spotify:album:65kIVEdb93smbnC7k4aie7","Document - 25th Anniversary Edition","spotify:artist:4KWTAlx2RvbpseOGMEmROg","R.E.M.","1987-09-01","https://i.scdn.co/image/ab67616d0000b273135322c78a93ff9b1f392c3a","1","2","168746","https://p.scdn.co/mp3-preview/d2b41ea0528bffbc94052996c0905d9540806dbb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","27","spotify:user:sebastianelisapfeifer","2020-09-07T22:27:04Z"
"spotify:track:4P4PHxZQ1FcwQKKnfEPsAZ","Schrei nach Liebe","spotify:artist:0cbL6CYnRqpAxf1evwUVQD","Die Ärzte","spotify:album:45k6PgHs2LwTtoEGhpxUC7","Die Bestie in Menschengestalt","spotify:artist:0cbL6CYnRqpAxf1evwUVQD","Die Ärzte","1993-10-04","https://i.scdn.co/image/ab67616d0000b2739510c262f77afc125df888b8","1","2","252600","https://p.scdn.co/mp3-preview/207581894581ca6b39718226470f6ebb9a49f1bc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","spotify:user:sebastianelisapfeifer","2020-09-07T22:27:15Z"
"spotify:track:10waMsh44ojvTwXAIy213n","Junge","spotify:artist:0cbL6CYnRqpAxf1evwUVQD","Die Ärzte","spotify:album:1HQA2K7qAYBeuBNgJctO1K","Jazz ist anders","spotify:artist:0cbL6CYnRqpAxf1evwUVQD","Die Ärzte","2007-11-02","https://i.scdn.co/image/ab67616d0000b273a94afe91bfd59fb157e364f8","1","6","187533","https://p.scdn.co/mp3-preview/a7240c68f23d97b7b4a0cc1c73a5d32cf6dde483?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","spotify:user:sebastianelisapfeifer","2020-09-07T22:27:27Z"
"spotify:track:21TzvRORDFMAxLScMKDu2e","First and Last and Always","spotify:artist:4HxBVyHaUa60eCSsJWxwWR","Sisters of Mercy","spotify:album:2wOuYERNvxVipFb2JlwvwA","First and Last and Always","spotify:artist:4HxBVyHaUa60eCSsJWxwWR","Sisters of Mercy","1985-01-01","https://i.scdn.co/image/ab67616d0000b27337c60f6a28601243d27d95ac","1","6","255226","https://p.scdn.co/mp3-preview/67debd6ec986d645a2796da996ab36b14ebefb58?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","spotify:user:sebastianelisapfeifer","2020-09-07T22:37:42Z"
"spotify:track:1Z1pFCLtQof3Qlq1ApMAQc","Boy Sinister","spotify:artist:0nGkRbjHNrPwbjseJ2pckm","The Merry Thoughts","spotify:album:7nOefMeAUUBtNmJ6ocvFaq","Second Generation","spotify:artist:0nGkRbjHNrPwbjseJ2pckm","The Merry Thoughts","2011-06-07","https://i.scdn.co/image/ab67616d0000b273a80e36603c3b789589336784","1","4","210837","https://p.scdn.co/mp3-preview/59c05ee462d705d4f203f331f542845136823eb4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","23","spotify:user:sebastianelisapfeifer","2020-09-07T22:37:49Z"
"spotify:track:53O11dqezFoFYaaMjr1SPP","Temple of Love - 1992","spotify:artist:4HxBVyHaUa60eCSsJWxwWR","Sisters of Mercy","spotify:album:5fdbQYbqTnCLNTibBdoerT","Some Girls Wander by Mistake","spotify:artist:4HxBVyHaUa60eCSsJWxwWR","Sisters of Mercy","1992-09-01","https://i.scdn.co/image/ab67616d0000b27306ac6ffd2f6f0d15d9c545fd","1","20","488011","https://p.scdn.co/mp3-preview/b64e5149f3779655ae7d9edf1aa22250c04e6140?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","spotify:user:sebastianelisapfeifer","2020-09-07T22:37:55Z"
"spotify:track:705Y4tFsLwkcoGAapOeQCx","Shadow Dance - 12"" Version","spotify:artist:5o091S7arpMWByV0Yu30r0","Eyes Of The Nightmare Jungle","spotify:album:1zp74KK7mXsm41F11GOmUN","Fate","spotify:artist:5o091S7arpMWByV0Yu30r0","Eyes Of The Nightmare Jungle","2005-07-06","https://i.scdn.co/image/ab67616d0000b273407ba60c2a40143495db5162","1","8","352200","https://p.scdn.co/mp3-preview/81b4ea3b75c91b461f330afa7af96f2cc741bc75?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","spotify:user:sebastianelisapfeifer","2020-09-07T22:38:06Z"
"spotify:track:1xDYdcZliVU2UA225POWpw","Rain","spotify:artist:0DLfONSFG8AA0cQvh1yCrz","Project Pitchfork","spotify:album:7pwGzC514Pohr45X9ap1C9","Black","spotify:artist:0DLfONSFG8AA0cQvh1yCrz","Project Pitchfork","2013-01-25","https://i.scdn.co/image/ab67616d0000b273a007c5cadd2d76cb8aa8bd9e","1","5","310694","https://p.scdn.co/mp3-preview/c3b844ca8f5d9c160141ccffcf32dd5603d86cbb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","spotify:user:sebastianelisapfeifer","2020-09-07T22:38:11Z"
"spotify:track:5ND2AEOcEZX4xD1w0Mgl5W","Holiday on the Moon","spotify:artist:09mvgMBvJkxarNIDGdwPWg","Love and Rockets","spotify:album:2XJblHmHQJiopDHW3aUaWg","Sorted! The Best Of","spotify:artist:09mvgMBvJkxarNIDGdwPWg","Love and Rockets","2002-09-02","https://i.scdn.co/image/ab67616d0000b273a5a275c59e8cf55c42723087","1","6","365706","","false","0","spotify:user:sebastianelisapfeifer","2020-09-07T22:38:32Z"
"spotify:track:4QlzkaRHtU8gAdwqjWmO8n","Friday I'm In Love","spotify:artist:7bu3H8JO7d0UbMoVzbo70s","The Cure","spotify:album:0aEL0zQ4XLuxQP0j7sLlS1","Wish","spotify:artist:7bu3H8JO7d0UbMoVzbo70s","The Cure","1992-01-01","https://i.scdn.co/image/ab67616d0000b2739c72b249fcaa04d074c1dfcd","1","7","215160","https://p.scdn.co/mp3-preview/7d4c8ad4ca78b25ebfdcb3588c09ce69598cbfcd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","75","spotify:user:sebastianelisapfeifer","2020-09-08T18:03:01Z"
"spotify:track:7FtRUrOEDUHTvenvp1BqZo","Catch The Rainbow","spotify:artist:6SLAMfhOi7UJI0fMztaK0m","Rainbow","spotify:album:3LXOrVXLXwRiOguE446OZo","Ritchie Blackmore's Rainbow","spotify:artist:6SLAMfhOi7UJI0fMztaK0m","Rainbow","1975-01-01","https://i.scdn.co/image/ab67616d0000b2733626f32e555553b537a6493f","1","4","396466","https://p.scdn.co/mp3-preview/9e0b403d6630f415d5e26b2ac03b60ce3411def5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","spotify:user:sebastianelisapfeifer","2020-09-12T23:18:23Z"
"spotify:track:2wJ2oinGR4C23su7ZeqVdT","Nine While Nine","spotify:artist:4HxBVyHaUa60eCSsJWxwWR","Sisters of Mercy","spotify:album:0m2z3FmoowUGY4Gwu9y7nh","First and Last and Always Collection","spotify:artist:4HxBVyHaUa60eCSsJWxwWR","Sisters of Mercy","1985-01-01","https://i.scdn.co/image/ab67616d0000b273a86b38c060c9d527588ed716","1","8","250466","https://p.scdn.co/mp3-preview/97df46dfed0a4c9e79a0a1ce5e605be9e8ba7eb0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","spotify:user:sebastianelisapfeifer","2020-09-20T10:12:59Z"
"spotify:track:5x9RZg7HfXGY3JayXL3seF","Cats In The Cradle","spotify:artist:3XsgWn63EnA4wYZBjVyxjf","Ugly Kid Joe","spotify:album:0lQjdBr2n0WQg5sjGzLVfR","America's Least Wanted","spotify:artist:3XsgWn63EnA4wYZBjVyxjf","Ugly Kid Joe","1992-01-01","https://i.scdn.co/image/ab67616d0000b27359afd13f40fa2b0aab89bb0e","1","9","241893","https://p.scdn.co/mp3-preview/98a66d416bef96e6efefe088d3c9d1c0167bed15?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","spotify:user:sebastianelisapfeifer","2020-09-24T20:00:43Z"
"spotify:track:1UWGkn34CD31VQfdi4D8Zp","Bad Company","spotify:artist:5t28BP42x2axFnqOOMg3CM","Five Finger Death Punch","spotify:album:6UVYgnSnY4ytapGgBY4BzZ","War is the Answer","spotify:artist:5t28BP42x2axFnqOOMg3CM","Five Finger Death Punch","2009-09-22","https://i.scdn.co/image/ab67616d0000b273021dd6fc31a42ac4e4ab778c","1","12","262440","https://p.scdn.co/mp3-preview/c5f003381fb9810398a39b8146632fd98f24b41a?cid=9950ac751e34487dbbe027c4fd7f8e99","true","64","spotify:user:sebastianelisapfeifer","2020-10-03T12:11:02Z"
"spotify:track:6CAvslNIfjK0RzKzRl9vGt","Bloodsucker","spotify:artist:7qhbjSjlmtdOCCwmYsqG62","Paralysed Age","spotify:album:6AjPr6xgV8VFyyqEiJXjy7","Empire Of Thevampire","spotify:artist:7qhbjSjlmtdOCCwmYsqG62","Paralysed Age","2009-01-27","https://i.scdn.co/image/ab67616d0000b273f7ede1086946f1996538b952","1","1","290293","https://p.scdn.co/mp3-preview/0c088c36d925d5c683bbeaf3ed11c34b4fd1356d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","spotify:user:sebastianelisapfeifer","2020-10-08T20:31:44Z"
