"Track-URI","Track-Name","Künstler-URI(s)","Künstlername(n)","Album-URI","Album-Name","Album-Künstler-URI(s)","Album-Künstlername(n)","Veröffentlichungsdatum des Albums","Album-Bild-URL","Disc-Nummer","Track-Nummer","Track-Dauer (ms)","Track-Vorschau-URL","Explizit","Beliebtheit","ISRC","Hinzugefügt von","Hinzugefügt am"
"spotify:track:6PcURcS1dxPlCFCO8ivCF1","Clarice","spotify:artist:35U9lQaRWSQISxQAB94Meo","America","spotify:album:0E5IKYhiKgbYQkmfsFonbZ","America","spotify:artist:35U9lQaRWSQISxQAB94Meo","America","1972","https://i.scdn.co/image/ab67616d0000b273ab3b105e28a0d26df5be8d16","1","10","241293","https://p.scdn.co/mp3-preview/cfee9848637976cece5eecd068ac81802cb41592?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","USWB10001098","spotify:user:sebastianelisapfeifer","2019-04-02T15:51:19Z"
"spotify:track:0QxCLD4xJlE8vv0Cvrb8TO","'74-'75","spotify:artist:3zAhmxuw1F3HmulPuy1RAb","The Connells","spotify:album:5OIi0lw57XjbP7JjD0uHuS","Ring","spotify:artist:3zAhmxuw1F3HmulPuy1RAb","The Connells","1993-01-01","https://i.scdn.co/image/ab67616d0000b273d58a4c6a01b39a4946119c24","1","3","278973","https://p.scdn.co/mp3-preview/807b3194e286fcfe51539d1af505121424daf22d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USRZ51010979","spotify:user:sebastianelisapfeifer","2019-04-02T15:51:19Z"
"spotify:track:5NTA3dsB2DlLaSG1KM6RTh","The River","spotify:artist:3eqjTLE0HfPfh78zjh6TqT","Bruce Springsteen","spotify:album:6AoxeGYGY2qSi8DwUQoGdx","The Essential Bruce Springsteen","spotify:artist:3eqjTLE0HfPfh78zjh6TqT","Bruce Springsteen","1973","https://i.scdn.co/image/ab67616d0000b273e3273732d40907eed4de4092","1","12","299866","https://p.scdn.co/mp3-preview/5769b865f7350a200c37cc3d485f6e46dafc9f17?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USSM18000407","spotify:user:sebastianelisapfeifer","2019-04-02T15:51:19Z"
"spotify:track:2LkaNhCrNVmcYgXJeLVmsw","The Sound of Silence","spotify:artist:70cRZdQywnSFp9pnc2WTCE","Simon & Garfunkel","spotify:album:6aimJxDJMApLmry2VSjsLT","The Graduate","spotify:artist:70cRZdQywnSFp9pnc2WTCE","Simon & Garfunkel","1968-01-21","https://i.scdn.co/image/ab67616d0000b273172b67ed85f8899d5695752e","1","1","185440","https://p.scdn.co/mp3-preview/ce31ae784cc3a4a3958a6ae24e5a9d6d664b8508?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","USSM19918647","spotify:user:sebastianelisapfeifer","2019-04-02T15:51:19Z"
"spotify:track:67nTsWPn3c537zb96BUqjT","When the Children Cry - Original Studio Demo","spotify:artist:3nLYJvqbEzs5kg2TlprxIG","White Lion","spotify:album:1rGCEmoHd41BBDvUPQ1U23","Classic Rock Greats","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Verschiedene Interpreten","2009-12-01","https://i.scdn.co/image/ab67616d0000b273c1ccadcb47b03fcfacd92963","1","1","233028","https://p.scdn.co/mp3-preview/19e500572a67d6e65e5e7114f8d13bb2f0dd7b3c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","7","USA370998917","spotify:user:sebastianelisapfeifer","2019-04-02T15:51:19Z"
"spotify:track:1T2JQwB8cKx1ieFeHaCzdd","Medley: Time After Time/Red Rain/So. Central Rain (I'm Sorry) - Live From Vara Radio, Utrecht, Holland/1987","spotify:artist:4KWTAlx2RvbpseOGMEmROg","R.E.M.","spotify:album:2y1UeJQy95zVxN8Y6IjUck","Document (The I.R.S. Years Vintage 1987)","spotify:artist:4KWTAlx2RvbpseOGMEmROg","R.E.M.","1987-09-01","https://i.scdn.co/image/ab67616d0000b2732bcbe76b87ea674356672e40","1","15","502573","https://p.scdn.co/mp3-preview/176dfd2c1254b39500cee22779f28f0f16c53534?cid=9950ac751e34487dbbe027c4fd7f8e99","false","9","USIR39200075","spotify:user:sebastianelisapfeifer","2019-04-02T15:51:19Z"
"spotify:track:19bnj2nnQhB4Voj8z2yUfx","The Park","spotify:artist:45O9BwPMyywM755SYUK0sP","Uriah Heep","spotify:album:4qjfyC33CgOk5uBp3qKtlh","Salisbury","spotify:artist:45O9BwPMyywM755SYUK0sP","Uriah Heep","1971","https://i.scdn.co/image/ab67616d0000b2734ebe5cd9e1cf809aaa9bd3a7","1","2","343893","https://p.scdn.co/mp3-preview/04a6ef8895504599dd75890f6d13efa364131e7c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USMR17187057","spotify:user:sebastianelisapfeifer","2019-04-02T15:51:19Z"
"spotify:track:3dd2uRlO7fEG5RKcadBYpJ","Hijo de la Luna","spotify:artist:1lVrgymnyAR40c556RIY5i","Stravaganzza","spotify:album:5YpRRBiPxwspla4MglEDSW","The Best Of...","spotify:artist:1lVrgymnyAR40c556RIY5i","Stravaganzza","2010","https://i.scdn.co/image/ab67616d0000b273b514f45792875886dcce99a6","1","4","292813","https://p.scdn.co/mp3-preview/03bbe54809fc1351c0814f5f7de3c8940defeb17?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","ES5620601682","spotify:user:sebastianelisapfeifer","2019-04-02T15:51:19Z"
"spotify:track:1Cj2vqUwlJVG27gJrun92y","The Sound of Silence","spotify:artist:3TOqt5oJwL9BE2NG9MEwDa","Disturbed","spotify:album:3qFQ4XNQ15alZrAaj5oGJK","Immortalized","spotify:artist:3TOqt5oJwL9BE2NG9MEwDa","Disturbed","2015-08-14","https://i.scdn.co/image/ab67616d0000b273d7bd0f8e4d2a399020b333e8","1","11","248466","https://p.scdn.co/mp3-preview/c7b31e975ada3394607f622548c08a348297981f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","78","USRE11500180","spotify:user:sebastianelisapfeifer","2019-04-02T15:51:19Z"
"spotify:track:3JOVTQ5h8HGFnDdp4VT3MP","Mad World","spotify:artist:5oRnbmgqvvq7fVlgk4vcEa, spotify:artist:0RkqytrwoGyXGvDiZwT6i2","Gary Jules, Michael Andrews","spotify:album:1OydCrx4m7fguwcX4stR9z","Trading Snakeoil for Wolftickets","spotify:artist:5oRnbmgqvvq7fVlgk4vcEa","Gary Jules","2001-01-01","https://i.scdn.co/image/ab67616d0000b2737948eec521c67e76cafe30a0","1","11","189506","https://p.scdn.co/mp3-preview/e555b420f0d98816361cf4cdb81d08a070874e4b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","USHM90699796","spotify:user:sebastianelisapfeifer","2019-04-02T15:51:19Z"
