"Track-URI","Track-Name","Künstler-URI(s)","Künstlername(n)","Album-URI","Album-Name","Album-Künstler-URI(s)","Album-Künstlername(n)","Veröffentlichungsdatum des Albums","Album-Bild-URL","Disc-Nummer","Track-Nummer","Track-Dauer (ms)","Track-Vorschau-URL","Explizit","Beliebtheit","ISRC","Hinzugefügt von","Hinzugefügt am"
"spotify:track:592foC8lTe4bgh9tJyqc0k","The Sign of the Southern Cross - 2009 Remaster","spotify:artist:5M52tdBnJaKSvOpJGz8mfZ","Black Sabbath","spotify:album:2iaECLD2YLSEOkSfi7BRaC","Mob Rules","spotify:artist:5M52tdBnJaKSvOpJGz8mfZ","Black Sabbath","1981-11-04","https://i.scdn.co/image/ab67616d0000b273b309292845a47f6f30405016","1","3","467840","https://p.scdn.co/mp3-preview/e07d20675829e9e32d402d75c29dc8f6e812b692?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBUM70900383","spotify:user:sebastianelisapfeifer","2021-08-13T16:36:21Z"
"spotify:track:6Z435tBPT5JamUR9dN7y8y","The Temple Of The King","spotify:artist:6SLAMfhOi7UJI0fMztaK0m","Rainbow","spotify:album:0RsJGRspEXnzwNMBAdrV3u","Ritchie Blackmore's Rainbow (Remastered)","spotify:artist:6SLAMfhOi7UJI0fMztaK0m","Rainbow","1975-01-01","https://i.scdn.co/image/ab67616d0000b273cef7c35ca8b1c90cd8d010c8","1","6","282013","https://p.scdn.co/mp3-preview/194ff137989d63218978e99eeec44c0181a9f955?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USPR37587054","spotify:user:sebastianelisapfeifer","2021-08-13T16:36:28Z"
"spotify:track:37Tmv4NnfQeb0ZgUC4fOJj","Sultans Of Swing","spotify:artist:0WwSkZ7LtFUFjGjMZBMt6T","Dire Straits","spotify:album:2rCS6Xwx32V27pvgFzLzlT","Dire Straits","spotify:artist:0WwSkZ7LtFUFjGjMZBMt6T","Dire Straits","1978-10-07","https://i.scdn.co/image/ab67616d0000b273b49d49cc95564aede7998bb8","1","6","348400","https://p.scdn.co/mp3-preview/7a632817bbc6659ff64c07b44c86eaca66ef78ba?cid=9950ac751e34487dbbe027c4fd7f8e99","false","86","GBF089601041","spotify:user:sebastianelisapfeifer","2021-08-13T16:36:34Z"
"spotify:track:5XTdMVT5i5qcfyTXWxhxVZ","Ghost Song","spotify:artist:1QB4oo4JbSRdxNyidIuD0W, spotify:artist:22WZ7M8sxp5THdruNY3gXt","Jim Morrison, The Doors","spotify:album:7qj6lZyChZxDGAqzTArHHQ","An American Prayer","spotify:artist:22WZ7M8sxp5THdruNY3gXt","The Doors","1978","https://i.scdn.co/image/ab67616d0000b2735ff547366ddaa4cd104388b9","1","2","170666","https://p.scdn.co/mp3-preview/0d1d1dd90ec47e463aa1e78626c2a33f936c6638?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","USEE11200219","spotify:user:sebastianelisapfeifer","2021-08-13T16:36:40Z"
"spotify:track:1iKVDnBTqmZErf96ldGrZe","Tusk","spotify:artist:08GQAI4eElDnROBrJRGE0X","Fleetwood Mac","spotify:album:0LfM3PGkXE6KvJEE1HkOnz","Greatest Hits","spotify:artist:08GQAI4eElDnROBrJRGE0X","Fleetwood Mac","1988-11-21","https://i.scdn.co/image/ab67616d0000b273813da91820fd194cbee5bdce","1","11","210173","https://p.scdn.co/mp3-preview/06106cdae21d5344233681f41666eb810a3e5fab?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","USWB19900206","spotify:user:sebastianelisapfeifer","2021-08-13T16:36:51Z"
"spotify:track:3bxZsAbXwPNBX4I7b36XRm","Whiskey, Mystics and Men - Version #1, Recorded at Elektra Studios, 1970","spotify:artist:22WZ7M8sxp5THdruNY3gXt","The Doors","spotify:album:4wsbOwqXuuYw8c32ZGvGj5","Behind Closed Doors - The Rarities","spotify:artist:22WZ7M8sxp5THdruNY3gXt","The Doors","2013-05-03","https://i.scdn.co/image/ab67616d0000b2739b5b6d87762313ed2ec3e064","1","12","148600","https://p.scdn.co/mp3-preview/0d33fea2eaf5d773532b7a370ce71cf3a6cdb302?cid=9950ac751e34487dbbe027c4fd7f8e99","false","26","USEE10608862","spotify:user:sebastianelisapfeifer","2021-08-13T16:36:58Z"
"spotify:track:5ERnPWGQc5QK7M7HW3rjC6","Paranoid","spotify:artist:5M52tdBnJaKSvOpJGz8mfZ","Black Sabbath","spotify:album:7DBES3oV6jjAmWob7kJg6P","Paranoid (Remastered)","spotify:artist:5M52tdBnJaKSvOpJGz8mfZ","Black Sabbath","1970-09-18","https://i.scdn.co/image/ab67616d0000b273d07e207ce654bec0813d028d","1","2","168440","https://p.scdn.co/mp3-preview/8b4eb14f1ee6731c90c04cf006b3f18fe0cebaa0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","4","GBAJE7000057","spotify:user:sebastianelisapfeifer","2021-08-13T16:37:05Z"
"spotify:track:59r3RpGxdF5lKDPvgIWTN5","Lady In Black - Single Version","spotify:artist:45O9BwPMyywM755SYUK0sP","Uriah Heep","spotify:album:5X7hrdQ3YWqM7lvAdiwUVI","Easy Livin' - The Singles A's & B's","spotify:artist:45O9BwPMyywM755SYUK0sP","Uriah Heep","2006","https://i.scdn.co/image/ab67616d0000b273bf767cdad156a78a66d2f772","1","6","211933","https://p.scdn.co/mp3-preview/f61b5e1855d69bb88bd4f5b1b389c29f00740de6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBAJE0613195","spotify:user:sebastianelisapfeifer","2021-08-13T16:37:15Z"
"spotify:track:2zSHYr17CBX8Ek6dLSc7Wt","Temple of the King - Live","spotify:artist:7yMqxge3rOuzpKVIoSQToG","Ritchie Blackmore's Rainbow","spotify:album:2Ky7JjaPH6YFCGU8u1yae7","Black Masquerade","spotify:artist:7yMqxge3rOuzpKVIoSQToG","Ritchie Blackmore's Rainbow","2013-08-23","https://i.scdn.co/image/ab67616d0000b273edf00e135b6531dafc6b84e0","1","10","364573","https://p.scdn.co/mp3-preview/24eb0ec27843c3cc9a4348ca2cff15bb93ab75a6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBCBR1300194","spotify:user:sebastianelisapfeifer","2021-08-13T16:37:22Z"
"spotify:track:21cp8L9Pei4AgysZVihjSv","Child in Time","spotify:artist:568ZhdwyaiCyOGJRtNYhWf","Deep Purple","spotify:album:2jm9Vixt3Nn2oE4VtOVUD8","Deepest Purple: The Very Best of Deep Purple","spotify:artist:568ZhdwyaiCyOGJRtNYhWf","Deep Purple","1990-07-23","https://i.scdn.co/image/ab67616d0000b27325b36a6170824fefd38d337e","1","5","619266","https://p.scdn.co/mp3-preview/4c1c7128d34647e7d975e412642c7b5c1392182e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","GBDXG0600057","spotify:user:sebastianelisapfeifer","2021-08-13T16:37:27Z"
