"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At"
"spotify:track:14XWXWv5FoCbFzLksawpEe","Riders on the Storm","spotify:artist:22WZ7M8sxp5THdruNY3gXt","The Doors","spotify:album:7IKUTIc9UWuVngyGPtqNHS","L.A. Woman","spotify:artist:22WZ7M8sxp5THdruNY3gXt","The Doors","1971-04-19","https://i.scdn.co/image/ab67616d0000b27320783882533e669760741df2","1","10","434720","https://p.scdn.co/mp3-preview/f18f595ba46dc694ccfcaacc7a437974161b4d5c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","spotify:user:sebastianelisapfeifer","2021-10-02T19:37:27Z"
"spotify:track:6Q7hkgSBIqrfLHDDzSlcC3","Great Train Robbery","spotify:artist:5keeQyPKYRxUCKDMECTXG3","Black Uhuru","spotify:album:0WYHLoL39aKcko5hq9eIc3","RAS Portraits","spotify:artist:5keeQyPKYRxUCKDMECTXG3","Black Uhuru","1997","https://i.scdn.co/image/f0cfb600fcac2ef2dc32d652a2e7839f09f6ad8c","1","3","354266","","false","0","spotify:user:sebastianelisapfeifer","2021-10-02T19:48:50Z"
"spotify:track:2BAUGEQpIhK72Ot6s6QvQ0","Ring My Bell","spotify:artist:2k2VwLu1y0tQocq1LXZjxX","Blood Sisters","spotify:album:5QEMvpSaccUvY5iLu2UZdh","Soul Jazz Records Presents Hustle! Reggae Disco: Kingston, London, New York","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2017-03-03","https://i.scdn.co/image/ab67616d0000b273ba656216597a1389508a2c06","1","1","478946","https://p.scdn.co/mp3-preview/757c50a0581031b05df585f85ed2cec6e4c50d04?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","spotify:user:sebastianelisapfeifer","2021-10-02T19:52:22Z"
"spotify:track:55A8N3HXzIecctUSvru3Ch","Pressure Drop","spotify:artist:6eHPmq8aR8X4TZIMvrD9Bo","The Maytals","spotify:album:7bttXg6FHq7nVRWbFnkiIP","Monkey Man","spotify:artist:6eHPmq8aR8X4TZIMvrD9Bo","The Maytals","1969-01-01","https://i.scdn.co/image/ab67616d0000b27338ae4c14a1302d4c02c17ebb","1","11","177440","https://p.scdn.co/mp3-preview/c1c766780835a1884adce5398cc48689cbe92578?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","spotify:user:sebastianelisapfeifer","2021-10-02T19:52:47Z"
"spotify:track:6KGggJ08SRmMuJojRYM4Lv","Chase The Devil","spotify:artist:45QpZznbXYo3nWy0TIhvgv, spotify:artist:12CNljuN6DW9e5x61FS03b","Max Romeo, The Upsetters","spotify:album:7xlWX3qBfCI68LjswqlBH6","War Ina Babylon (Expanded Edition)","spotify:artist:1oqbNeqtKSD6AytDl6mHh0","Max Romeo & The Upsetters","1976-01-01","https://i.scdn.co/image/ab67616d0000b27300a00a66166f127f716c52d1","1","3","206306","https://p.scdn.co/mp3-preview/261c668c9b37632acefc4580ff0a441718e7ffdc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","spotify:user:sebastianelisapfeifer","2021-10-02T19:53:03Z"
"spotify:track:7wqF3BU0ykeKch6BcNqGiT","Planet Caravan","spotify:artist:5M52tdBnJaKSvOpJGz8mfZ","Black Sabbath","spotify:album:132qAo1cDiEJdA3fv4xyNK","Paranoid (2009 Remastered Version)","spotify:artist:5M52tdBnJaKSvOpJGz8mfZ","Black Sabbath","1970-09-18","https://i.scdn.co/image/ab67616d0000b2739683e5d7361bb80bfb00f46d","1","3","269533","https://p.scdn.co/mp3-preview/198ed339805f7e22348de2233dc92feef03f6d41?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","spotify:user:6lboy9girdfls44t2jf7tbbif","2021-10-04T08:19:06Z"
"spotify:track:0GRBFjza23Im7Xb16c9AaK","No Quarter - Remaster","spotify:artist:36QJpDe2go2KgaRleHCDTp","Led Zeppelin","spotify:album:0GqpoHJREPp0iuXK3HzrHk","Houses of the Holy (Remaster)","spotify:artist:36QJpDe2go2KgaRleHCDTp","Led Zeppelin","1973-03-28","https://i.scdn.co/image/ab67616d0000b2731aa47e71c4edfeaddb65cd54","1","7","422517","https://p.scdn.co/mp3-preview/59ae6e91f6c716e061e030b34b83effdc6420b3e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","spotify:user:6lboy9girdfls44t2jf7tbbif","2021-10-04T08:19:17Z"
"spotify:track:41AE8ODX2JETBCa6muhSLY","Heart Of Glass","spotify:artist:4tpUmLEVLCGFr93o8hFFIB","Blondie","spotify:album:25eZFwT2UvVK1kxC3wMoSW","Greatest Hits: Blondie","spotify:artist:4tpUmLEVLCGFr93o8hFFIB","Blondie","2006-01-01","https://i.scdn.co/image/ab67616d0000b2734a91996f05bcfcdbc2c88e0e","1","1","252186","https://p.scdn.co/mp3-preview/04f4f6650a78bb91924314249ef709dbe5170e6f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","spotify:user:6lboy9girdfls44t2jf7tbbif","2021-10-16T19:01:27Z"
"spotify:track:5h5FY6vmtDpgXF91BUexO0","Momentary Bliss (feat. slowthai and Slaves)","spotify:artist:3AA28KZvwAUcZuOKwyblJQ, spotify:artist:3r1XkJ7vCs8kHBSzGvPLdP, spotify:artist:3xByNj8XW17oW0wsJhgzYL","Gorillaz, slowthai, Slaves","spotify:album:5I9K0u8r52jp4Y2bF8mOaz","Song Machine, Season One: Strange Timez (Deluxe)","spotify:artist:3AA28KZvwAUcZuOKwyblJQ","Gorillaz","2020-10-23","https://i.scdn.co/image/ab67616d0000b27305a3c11cb2cb7c60d30316a3","1","11","221386","https://p.scdn.co/mp3-preview/0f4674a8ea90e93e24402ef37f65e3bc30d699ec?cid=9950ac751e34487dbbe027c4fd7f8e99","true","58","spotify:user:6lboy9girdfls44t2jf7tbbif","2022-04-21T05:52:54Z"
"spotify:track:4hURm1oP1rE1KZ4zd7mRay","Pac-Man (feat. ScHoolboy Q)","spotify:artist:3AA28KZvwAUcZuOKwyblJQ, spotify:artist:5IcR3N7QB1j6KBL8eImZ8m","Gorillaz, ScHoolboy Q","spotify:album:5I9K0u8r52jp4Y2bF8mOaz","Song Machine, Season One: Strange Timez (Deluxe)","spotify:artist:3AA28KZvwAUcZuOKwyblJQ","Gorillaz","2020-10-23","https://i.scdn.co/image/ab67616d0000b27305a3c11cb2cb7c60d30316a3","1","4","192880","https://p.scdn.co/mp3-preview/c6128e45f24d9734f39a7a030d6cc92a04684858?cid=9950ac751e34487dbbe027c4fd7f8e99","true","59","spotify:user:6lboy9girdfls44t2jf7tbbif","2022-04-21T05:53:01Z"
"spotify:track:3oP3Tfn86FRmxAGsV0TqCp","The Valley of The Pagans (feat. Beck)","spotify:artist:3AA28KZvwAUcZuOKwyblJQ, spotify:artist:3vbKDsSS70ZX9D2OcvbZmS","Gorillaz, Beck","spotify:album:5I9K0u8r52jp4Y2bF8mOaz","Song Machine, Season One: Strange Timez (Deluxe)","spotify:artist:3AA28KZvwAUcZuOKwyblJQ","Gorillaz","2020-10-23","https://i.scdn.co/image/ab67616d0000b27305a3c11cb2cb7c60d30316a3","1","2","181028","https://p.scdn.co/mp3-preview/891afdf4be60fbc98c29c92ba4f80d9feb900837?cid=9950ac751e34487dbbe027c4fd7f8e99","true","58","spotify:user:6lboy9girdfls44t2jf7tbbif","2022-04-21T05:53:06Z"
"spotify:track:7jYUaoOfdcYgUvkK8NnFfx","Tranz","spotify:artist:3AA28KZvwAUcZuOKwyblJQ","Gorillaz","spotify:album:1amYhlukNF8WdaQC3gKkgL","The Now Now","spotify:artist:3AA28KZvwAUcZuOKwyblJQ","Gorillaz","2018-06-29","https://i.scdn.co/image/ab67616d0000b2734d9f7b88e82db31d13ac6668","1","2","162626","https://p.scdn.co/mp3-preview/559e93245405850b062dc278eb545f62823661b1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","spotify:user:6lboy9girdfls44t2jf7tbbif","2022-04-21T05:53:36Z"
"spotify:track:4jNs9cJBsFTiahZAe3iuwV","Opium (feat. EARTHGANG)","spotify:artist:3AA28KZvwAUcZuOKwyblJQ, spotify:artist:5MbNzCW3qokGyoo9giHA3V","Gorillaz, EARTHGANG","spotify:album:5I9K0u8r52jp4Y2bF8mOaz","Song Machine, Season One: Strange Timez (Deluxe)","spotify:artist:3AA28KZvwAUcZuOKwyblJQ","Gorillaz","2020-10-23","https://i.scdn.co/image/ab67616d0000b27305a3c11cb2cb7c60d30316a3","1","12","410801","https://p.scdn.co/mp3-preview/b44c80a6246641be5281a73cdda2c8757d429545?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","spotify:user:6lboy9girdfls44t2jf7tbbif","2022-04-21T05:53:49Z"
"spotify:track:4KAIfa7oABPJbKT4cUz4Tx","With Love To An Ex (feat. Moonchild Sanelly)","spotify:artist:3AA28KZvwAUcZuOKwyblJQ, spotify:artist:6aDX1jzNVAI9enlQzW0Pgw","Gorillaz, Moonchild Sanelly","spotify:album:5I9K0u8r52jp4Y2bF8mOaz","Song Machine, Season One: Strange Timez (Deluxe)","spotify:artist:3AA28KZvwAUcZuOKwyblJQ","Gorillaz","2020-10-23","https://i.scdn.co/image/ab67616d0000b27305a3c11cb2cb7c60d30316a3","1","15","181080","https://p.scdn.co/mp3-preview/8f6872546e86c3a63267a6c64d13670e7069ac32?cid=9950ac751e34487dbbe027c4fd7f8e99","true","46","spotify:user:6lboy9girdfls44t2jf7tbbif","2022-04-21T05:53:51Z"
"spotify:track:0eEgMbSzOHmkOeVuNC3E0k","Kids with Guns","spotify:artist:3AA28KZvwAUcZuOKwyblJQ","Gorillaz","spotify:album:0bUTHlWbkSQysoM3VsWldT","Demon Days","spotify:artist:3AA28KZvwAUcZuOKwyblJQ","Gorillaz","2005-05-23","https://i.scdn.co/image/ab67616d0000b27319d85a472f328a6ed9b704cf","1","3","225773","https://p.scdn.co/mp3-preview/558c3f7aa16e7ad63a429f48fbc8a9ee023cf736?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","spotify:user:6lboy9girdfls44t2jf7tbbif","2022-04-21T05:54:04Z"
